id	contentType	sourceRef	partNo	chapterNo	sectionNo	topicNo	parenNo	bracketNo	itemNo	title	answer	level	examYears	requiredKeywords	optionalKeywords	tags	isActive	checkStatus
p05-c02-016	STANDARD	감사기준서 706-7	5	2	1	3	1		1	강조사항과 기타사항의 정의	강조사항: 재무제표에 적절하게 표시되거나 공시되어 있지만, 이용자가 재무제표를 이해하는 데 근본이 될 정도로 중요하다고 판단되어 감사인이 이러한 사항을 언급하는 감사보고서에 포함된 문단\n기타사항: 재무제표에 표시되거나 공시되지 않은 사항으로서, 이용자가 감사, 감사인의 책임 또는 감사보고서를 이해하는 데 관련성이 있다고 판단되어 감사인이 이러한 사항을 언급하는 감사보고서에 포함된 문단	2		강조사항,기타사항,재무제표 표시 또는 공시,근본이 될 정도로 중요,감사인의 책임	감사보고서 이해	5편;2장;강조사항;기타사항	TRUE	NEEDS_CHECK
p05-c02-017	STANDARD	감사기준서 706-A5	5	2	1	3	2		1	강조사항문단의 기재가 필요한 상황	① 예외적인 소송이나 규제조치의 미래 결과에 대한 불확실성\n② 재무제표일과 감사보고서일 사이에 발생한 유의적인 후속사건\n③ 재무제표에 중요한 영향을 미치는 새로운 회계기준을 조기적용하는 경우\n④ 해당 기업의 재무상태에 유의적인 영향을 미쳤거나 계속해서 영향을 미치고 있는 주요 재해 등	3		강조사항문단,예외적인 소송,규제조치,불확실성	후속사건,새로운 회계기준,주요 재해	5편;2장;강조사항;기재상황	TRUE	CONFIRMED
p05-c02-018	STANDARD	감사기준서 706-8	5	2	1	3	2		2	조사항의 정의를 만족한 경우 강조사항문단의 기재조건	① 감사인이 해당 사항으로 인하여 감사기준서 705에 따라 의견을 변형할 것으로 요구되지는 않을 것임\n② 감사기준서 701이 적용되는 경우, 해당 사항은 감사보고서에서 커뮤니케이션되어야 하는 핵심감사사항으로 결정되지 않았음	3		강조사항문단,기재조건,의견 변형 아님,핵심감사사항 아님		5편;2장;강조사항;기재조건	TRUE	CONFIRMED
p05-c02-019	STANDARD	감사기준서 706-9	5	2	1	3	2		3	강조사항문단 기재시 준수사항 3가지	① ‘강조사항’이라는 용어를 포함하는 적합한 제목을 가진 감사보고서의 별도의 단락 내에 해당 문단을 포함함\n② 강조될 사항 및 이를 상세하게 기술하고 있는 재무제표의 관련 공시의 위치를 명확하게 언급함. 강조사항문단에서는 재무제표에 표시되거나 공시된 정보만을 언급\n③ 강조된 사항과 관련하여 감사의견이 변형되지 않는다는 점을 나타냄	3		강조사항 제목,별도 단락,관련 공시 위치,감사의견 변형되지 않음		5편;2장;강조사항;기재사항	TRUE	CONFIRMED
p05-c02-020	STANDARD	감사기준서 706-A10~A14	5	2	1	3	3		1	기타사항문단의 기재가 필요한 상황	① 계속감사시 전기의견의 변경: 계속감사에서 전기재무제표에 대한 감사의견이 해당감사인이 이전에 표명한 의견과 다른 경우 감사인은 기타사항문단에 상이한 의견에 대한 중요한 사유를 공시해야 함\n② 초도감사시 전기재무제표를 타감사인이 감사한 경우: 전기재무제표는 전임감사인이 감사하였음, 전임감사인이 표명한 의견의 유형 및 해당 의견이 변형되었으면 그 이유, 전임감사인의 감사보고서일\n③ 초도감사시 전기재무제표가 감사받지 않은 경우: 기타사항문단에 비교재무제표는 감사받지 아니하였다고 기술해야 함\n④ 감사에 대한 이용자의 이해와 관련되어 있는 경우\n⑤ 감사인의 책임이나 감사보고서에 대한 이용자의 이해와 관련 있는 경우\n⑥ 복수 재무제표에 대한 보고\n⑦ 감사보고서의 배포나 이용의 제약	4		기타사항문단,계속감사,전기의견 변경,초도감사	전임감사인,감사받지 않은 전기재무제표,이용의 제약	5편;2장;기타사항;기재상황	TRUE	NEEDS_CHECK
p05-c02-021	STANDARD	감사기준서 706-10	5	2	1	3	3		2	기타사항의 정의를 만족한 경우 기타사항문단의 기재조건	① 기타사항문단을 포함하는 것이 법규상 금지되어 있지 않음\n② 해당 사항은 감사보고서에 커뮤니케이션되어야 하는 핵심감사사항으로 결정되지 않았음	4		기타사항문단,기재조건,법규상 금지 아님,핵심감사사항 아님		5편;2장;기타사항;기재조건	TRUE	CONFIRMED
p05-c02-022	STANDARD	감사기준서 706-11,A15	5	2	1	3	3		3	기타사항문단 기재시 준수사항 2가지	① “기타사항”이라는 용어를 포함하는 적합한 제목을 가진 감사보고서의 별도의 단락 내에 해당 문단을 포함함\n② 해당 기타사항이 재무제표에 표시 또는 공시가 요구되지 않는다는 점을 명확하게 나타냄	4		기타사항 제목,별도 단락,재무제표 표시 또는 공시 요구되지 않음		5편;2장;기타사항;기재사항	TRUE	CONFIRMED
p05-c02-023	STANDARD	감사기준서 706-12	5	2	1	3	4		1	강조사항 등의 기재가 예상되는 경우 지배기구와 커뮤니케이션해야 하는 사항	① 강조사항이나 기타사항의 기재가 예상된다는 사실\n② 해당문단의 예상문안	3		강조사항,기타사항,지배기구 커뮤니케이션,예상문안		5편;2장;강조사항;기타사항;커뮤니케이션	TRUE	CONFIRMED
p05-c02-024	STANDARD	705706	5	2	2	1			1	변형사유별 감사보고서의 내용 관련 구성요소의 수정여부	감사의견 단락: 감사의견 관련 제목을 변형된 의견으로 바꿈. 의견거절의 경우 감사대상 문구도 수정함.\n감사의견근거 단락: 한정의견의 경우 수정, 의견거절의 경우 대폭 수정, 부적정의견의 경우 수정.\n핵심감사사항: 한정의견 및 부적정의견의 경우 수정, 의견거절의 경우 삭제.\n경영진과 지배기구의 책임: 어떠한 경우에도 변경되거나 경감되지 않음.\n감사인의 책임: 의견거절의 경우 대폭 수정.	1		변형의견,감사의견 단락,감사의견근거 단락,핵심감사사항,경영진과 지배기구의 책임	감사인의 책임	5편;2장;변형의견;감사보고서	TRUE	NEEDS_CHECK
p05-c02-025	STANDARD	705	5	2	2	1			2	감사범위제한으로 인한 의견거절의 연결감사보고서 사례	감사의견: 우리는 별첨된 연결회사의 연결재무제표에 대하여 의견을 표명하지 않습니다. 우리는 이 감사보고서의 의견거절근거 단락에서 기술된 사항의 유의성 때문에 연결재무제표에 대한 감사의견의 근거를 제공하는 충분하고 적합한 감사증거를 입수할 수 없었습니다.\n의견거절근거: 연결회사는 조인트벤처 XYZ에 대한 투자에 대하여 연결재무상태표에 금액을 계상하고 있습니다. 우리는 조인트벤처 XYZ의 감사인의 감사문서를 비롯하여 XYZ의 경영진과 감사인에 대한 접근이 허용되지 않았습니다. 이에 따라 연결회사가 공동으로 지배하는 XYZ의 자산에 대한 비례지분, 연결회사가 공동으로 책임을 지는 XYZ의 부채에 대한 비례지분 및 XYZ의 당기순이익과 비용에 대한 비례지분 그리고 연결자본변동표와 연결현금흐름표의 구성요소들에 수정이 필요한지 여부를 결정할 수 없었습니다.\n연결재무제표감사에 대한 감사인의 책임: 우리의 책임은 회계감사기준에 따라 연결회사의 연결재무제표를 감사하고 감사보고서를 발행하는 데 있습니다. 그러나 우리는 이 감사보고서의 의견거절근거 단락에서 기술된 사항의 유의성 때문에 해당 연결재무제표에 대한 감사의견의 근거를 제공하는 충분하고 적합한 감사증거를 입수할 수 없었습니다.	1		의견거절,연결감사보고서,감사범위 제한,충분하고 적합한 감사증거 입수 불가	의견거절근거	5편;2장;변형의견;의견거절	TRUE	NEEDS_CHECK
p05-c02-026	STANDARD	감사기준서 710-6	5	2	3	1			1	비교정보의 2가지 유형	비교재무제표: 전기의 금액과 기타공시가 당기재무제표와 비교할 목적으로 포함되지만, 만약 감사를 받았다면 감사의견에서 언급되는 비교정보. 비교재무제표에 포함되는 정보의 수준은 당기재무제표의 경우와 비교가능한 수준임. 감사보고에서는 재무제표에 표시된 각각의 기간에 대한 감사의견을 언급함.\n대응수치: 전기의 금액과 기타공시가 당기재무제표의 필수적인 부분으로 포함되며 당기와 관련된 금액 및 기타와 관련하여서만 이해되도록 의도된 비교정보. 대응되는 금액과 공시가 어느 정도로 상세해야 되는지는 주로 당기수치와의 관련성에 의해 결정됨. 감사보고에서는 당기재무제표에 대한 감사의견만 언급함.	4		비교정보,비교재무제표,대응수치,감사의견 언급,당기수치와의 관련성		5편;2장;비교정보;개요	TRUE	NEEDS_CHECK
p05-c02-027	STANDARD	감사기준서 710-17	5	2	3	2	2		1	전기재무제표에 대해 전임감사인으로부터 감사를 받은 경우 전기재무제표에 대한 감사보고방법	전임감사인이 동의하는 경우: 당기 감사보고서에 전임감사인이 재발행한 전기재무제표에 대한 감사보고서를 포함한다. 이 경우 감사보고서가 2장이 된다.\n전임감사인이 동의하지 않는 경우: 당기감사보고서에 다음 사항이 포함된 기타사항문단을 기재한다. ① 전기재무제표는 전임감사인이 감사하였음 ② 전임감사인이 표명한 의견의 유형, 그리고 해당 의견이 변형되었으면 그 이유 ③ 전임감사인의 감사보고서일	2		전임감사인,전기재무제표,감사보고방법,재발행,기타사항문단	감사보고서일	5편;2장;비교정보;초도감사	TRUE	NEEDS_CHECK
p05-c02-028	STANDARD	감사기준서 710-18	5	2	3	2	3		1	전임감사인이 감사한 전기재무제표에서 중요한 왜곡표시를 발견한 경우 수행절차	① 적합한 수준의 경영진, 그리고 지배기구의 모든 구성원이 그 기업의 경영에 참여하고 있지 않는 한 지배기구와 해당 왜곡표시를 커뮤니케이션하여야 하며,\n② 이러한 사실을 전임감사인에게 알리도록 요청하여야 한다.	2		전임감사인,전기재무제표,중요한 왜곡표시,경영진,지배기구 커뮤니케이션	전임감사인에게 알리도록 요청	5편;2장;비교정보;초도감사	TRUE	CONFIRMED
p05-c02-029	STANDARD	감사기준서 710-18	5	2	3	2	3		2	회사가 전기재무제표를 재작성하는 경우 전기재무제표에 대한 감사보고방법	전임감사인이 제3자에 대해 감사보고서를 재발행한 경우로서, 당기감사보고서에 첨부할 전기감사보고서의 재발행에 동의하는 경우: 당기 감사보고서에 전임감사인이 재발행한 전기재무제표에 대한 감사보고서를 포함한다.\n전임감사인이 제3자에 대해 감사보고서를 재발행한 경우로서, 당기감사보고서에 첨부할 전기감사보고서의 재발행에 동의하지 않는 경우: 당기감사보고서에 다음 사항이 포함된 기타사항문단을 기재한다. ① 전기재무제표는 전임감사인이 감사하였음 ② 전임감사인이 표명한 의견의 유형, 그리고 해당 의견이 변형되었으면 그 이유 ③ 전임감사인의 감사보고서일\n전임감사인이 제3자에 대해 감사보고서를 재발행하지 않은 경우로서, 당기감사보고서에 첨부할 전기감사보고서의 재발행에 동의하지 않는 경우: 위 ①~③ 및 ④ 전임감사인은 수정전 전기재무제표에 대하여 의견을 표명했다는 사실을 기재한다.	2		전기재무제표 재작성,전임감사인,재발행,동의,기타사항문단	수정전 전기재무제표	5편;2장;비교정보;초도감사	TRUE	NEEDS_CHECK
p05-c02-030	STANDARD	감사기준서 720-12	5	2	4	1			1	기타정보와 사업보고서의 정의	기타정보: 기업의 사업보고서에 포함되어 있는 재무정보와 비재무정보. 단, 재무제표와 재무제표에 대한 감사보고서는 제외함.\n사업보고서: 경영진 또는 지배기구가 법규 또는 관습에 따라 통상적으로 연차 기준으로 작성한 문서 또는 문서의 결합	4		기타정보,사업보고서,재무정보,비재무정보	감사보고서 제외,연차 기준	5편;2장;기타정보;정의	TRUE	NEEDS_CHECK
p05-c02-031	STANDARD	감사기준서 720-13	5	2	4	1	1		1	기타정보의 입수와 관련한 수행절차	감사인은 기타정보의 입수와 관련하여, 다음의 절차를 수행하여야 한다.\n① 경영진과의 논의를 통해, 사업보고서를 구성하는 문서와 기업이 계획한 그러한 문서의 발행 방식과 시기를 결정함\n② 사업보고서를 구성하는 문서의 최종본을 적시에, 가능하다면 감사보고서일 전에 입수하기 위하여 경영진과 적절한 협의를 함\n③ ①에서 결정된 문서의 일부 혹은 전부가 감사보고서일 이후에야 제공될 수 있는 경우, 경영진에게 감사인이 감사기준서 720에서 요구되는 절차들을 완료할 수 있도록 해당 문서의 최종본을 제공할 수 있을 때, 기업이 발행하기 전에 감사인에게 제공하겠다는 서면진술을 요청함	3		기타정보 입수,경영진 논의,문서 발행 방식과 시기,감사보고서일 전 입수	서면진술 요청	5편;2장;기타정보;입수	TRUE	CONFIRMED
p05-c02-032	STANDARD	감사기준서 720-14	5	2	4	1	2		1	기타정보의 열람시 수행절차	감사인은 기타정보를 열람하여야 하며, 이 과정에서 다음 절차를 수행하여야 한다.\n① 기타정보와 재무제표 간 중요한 불일치가 있는지 고려함\n② 감사에서 입수한 감사증거와 도달한 결론의 관점에서, 기타정보와 감사에서 얻은 감사인의 지식 간에 중요한 불일치가 있는지 고려함	4		기타정보 열람,재무제표 간 중요한 불일치,감사인의 지식,감사증거	도달한 결론	5편;2장;기타정보;열람	TRUE	CONFIRMED
p05-c02-033	STANDARD	감사기준서 720-16	5	2	4	1	2		2	중요한 불일치의 존재나 기타정보가 중요하게 왜곡표시된 것으로 보이는 경우 추가감사절차를 수행하여 결론을 내려야 하는 3가지 사항	① 기타정보에 중요한 왜곡표시가 존재하는지 여부\n② 재무제표에 중요한 왜곡표시가 존재하는지 여부\n③ 기업과 기업환경에 대한 감사인의 이해가 갱신될 필요가 있는지 여부	4		중요한 불일치,기타정보 중요왜곡표시,재무제표 중요왜곡표시,기업과 기업환경 이해 갱신		5편;2장;기타정보;추가감사절차	TRUE	CONFIRMED
p05-c02-034	STANDARD	감사기준서 720-17	5	2	4	1	2		3	기타정보에 중요한 왜곡표시가 존재한다고 결론을 내린 경우 수행절차	① 경영진에게 기타정보를 수정할 것을 요구하여야 한다.\n② 이후 다음의 절차를 수행하여야 한다. ㉠ 경영진이 수정에 동의하는 경우, 수정이 이루어졌는지 결정함 ㉡ 경영진이 수정을 거부하는 경우, 이 사실을 지배기구와 커뮤니케이션하고 수정을 요구함	3		기타정보 중요왜곡표시,경영진 수정 요구,수정 여부 결정,지배기구 커뮤니케이션		5편;2장;기타정보;왜곡표시 대응	TRUE	CONFIRMED
p05-c02-035	STANDARD	감사기준서 720-18,720-19	5	2	4	1	2		4	지배기구와 커뮤니케이션한 후에도 기타정보가 수정되지 않는 경우 수행절차의 비교	감사보고서일 전: 감사보고서에 미치는 시사점을 고려하고, 감사보고서에서 중요한 왜곡표시를 어떻게 다룰 계획인지 지배기구와 커뮤니케이션함. 해당 법규에서 가능한 경우, 감사업무를 해지함.\n감사보고서일 후: 감사보고서 이용자가 중요한 미수정왜곡표시에 적절하게 주의를 기울일 수 있도록, 감사인의 법적 권리와 의무를 고려하여 적절한 조치를 취함.	3		기타정보 미수정,감사보고서일 전,감사보고서일 후,지배기구 커뮤니케이션	감사업무 해지,법적 권리와 의무	5편;2장;기타정보;왜곡표시 대응	TRUE	NEEDS_CHECK
p05-c02-036	STANDARD	감사기준서 720-21	5	2	4	2	1		1	감사보고서에 ‘기타정보’ 단락을 포함하여야 하는 경우	상장기업의 감사인: 기타정보를 입수하였거나 입수할 것으로 예상되는 경우\n비상장기업의 감사인: 기타정보의 일부 또는 전부를 입수한 경우	3		기타정보 단락,상장기업 감사인,비상장기업 감사인,입수	입수 예정	5편;2장;기타정보;감사보고서 보고	TRUE	NEEDS_CHECK
p05-c02-037	STANDARD	감사기준서 720-22	5	2	4	2	2		1	기타정보 단락에 포함할 사항	① 경영진이 기타정보에 책임이 있다는 설명\n② 감사보고서일 전에 입수한 기타정보와, 상장기업의 경우 감사보고서일 후에 입수할 것으로 예상되는 기타정보의 식별\n③ 감사의견은 기타정보를 포함하지 않으며, 따라서 감사인은 기타정보에 대해 감사의견이나 어떠한 형태의 확신도 표명하지 않고, 앞으로도 표명하지 않을 것이라는 설명\n④ 기타정보의 열람, 고려, 보고와 관련된 감사인의 책임에 대한 기술\n⑤ 기타정보가 감사보고서일 전에 입수된 경우, 다음 중 하나: ㉠ 감사인이 보고할 내용이 없다는 설명 ㉡ 감사인이 기타정보에 중요한 미수정왜곡표시가 있다고 결론내린 경우, 기타정보의 중요한 미수정왜곡표시를 기술하는 설명	3		기타정보 단락,경영진 책임,기타정보 식별,감사의견 포함하지 않음	감사인의 책임,보고할 내용 없음,중요한 미수정왜곡표시	5편;2장;기타정보;감사보고서 보고	TRUE	CONFIRMED
p05-c02-038	STANDARD	감사기준서 720-보론2-사례1	5	2	4	2	2		2	기타정보 단락이 포함된 감사보고서 사례	기타정보\n경영진은 기타정보에 대한 책임이 있습니다. 기타정보는 사업보고서에 포함된 정보로 구성되어 있으며 재무제표와 이에 대한 감사보고서는 포함하지 않습니다.\n재무제표에 대한 우리의 의견은 기타정보를 대상으로 하지 않으며 재무제표 감사와 관련하여 이에 대한 어떤 형태의 확신도 표명하지 아니합니다. 재무제표 감사와 관련하여 우리의 책임은 기타정보를 열람하고, 기타정보가 재무제표 또는 감사에서 입수한 우리의 지식과 중요하게 불일치하거나 중요하게 왜곡표시된 것으로 보이는지에 대하여 고려하는 것입니다. 만약 우리가 수행한 작업에 근거하여 이 기타정보에 중요한 왜곡표시가 있다는 결론을 내린다면 우리는 그 사실을 보고하여야 합니다. 이와 관련하여 보고할 내용은 없습니다.	3		기타정보 단락,감사보고서 사례,경영진 책임,확신 표명하지 않음	보고할 내용 없음	5편;2장;기타정보;감사보고서 사례	TRUE	NEEDS_CHECK
p05-c02-039	STANDARD	감사기준서 720-보론2-사례4,5	5	2	4	2	2		3	기타정보 단락의 변경	기타정보에 중요한 왜곡표시 포함: 감사보고서일 전에 입수된 기타정보에는 감사보고서에 미치는 영향이 있으며, 우리는 아래 기술한 바와 같이 우리는 기타정보에 중요한 왜곡표시가 존재한다고 결론내렸습니다. [기타정보의 중요한 왜곡표시에 대한 기술]\n감사보고서일 후에 기타정보 입수 예상: 감사보고서일 전에 입수된 기타정보에는 감사보고서에 미치는 영향이 있으며, 감사보고서일 후 입수할 것으로 예상됩니다. 우리가 사업보고서를 열람하고 중요한 왜곡표시가 있는 것으로 결론을 내린 경우, 우리는 그 사항을 지배기구와 커뮤니케이션하고 대한민국에서 취할 수 있는 조치를 취합니다.	3		기타정보 단락 변경,중요한 왜곡표시 포함,감사보고서일 후 입수 예상,지배기구 커뮤니케이션	조치	5편;2장;기타정보;감사보고서 보고	TRUE	NEEDS_CHECK
p06-c01-001	STANDARD		6	1	1	1			1	인증업무의 5가지 구성요소	(1) 공인회계사, 인증대상업무 책임자 및 의도된 이용자로 구성되는 삼자관계\n(2) 적절한 인증대상\n(3) 적절한 준거기준\n(4) 충분하고 적합한 증거\n(5) 합리적 확신업무와 제한적 확신업무 각각의 성격에 적합한 형태의 인증보고서	5		삼자관계,적절한 인증대상,적절한 준거기준,충분하고 적합한 증거,인증보고서		6편;1장;인증업무개념체계	TRUE	CONFIRMED
p06-c01-002	STANDARD		6	1	2	1			1	특정목적 재무보고체계의 예	① 세무신고서에 첨부하는 전체재무제표에 적용된 세무목적 회계기준\n② 실체가 채권자들을 위해 작성하는 현금흐름정보에 적용된 현금수지회계기준\n③ 규제기관의 요구사항을 충족하기 위해 해당규제기관이 제정한 재무보고규정\n④ 사채발행약정, 차입약정, 프로젝트지원 등 계약상의 재무보고조항	5		세무목적 회계기준,현금수지회계기준,재무보고규정,계약상의 재무보고조항		6편;1장;특정목적재무보고체계	TRUE	CONFIRMED
p06-c01-003	STANDARD		6	1	2	2			1	특정목적 재무보고체계의 수용가능성 결정시 이해할 사항	① 해당 재무제표가 작성되는 목적\n② 의도된 이용자\n③ 해당 상황에서 해당 재무보고체계가 수용될 수 있는지 여부를 결정하기 위해 경영진이 취한 조치	5		수용가능성,작성목적,의도된 이용자,경영진의 조치		6편;1장;특정목적재무보고체계	TRUE	CONFIRMED
p06-c02-001	STANDARD		6	2	1	2	1		1	그룹업무팀과 부문감사인의 책임	그룹업무팀: 그룹업무수행이사나 그 회계법인이 그룹감사의견에 대한 책임을 진다. 그룹업무수행이사는 전문직 기준 및 법규의 요구사항에 따라 그룹 감사업무를 지휘·감독하고 수행하며 발행된 감사보고서가 상황에 적합한지 여부에 대하여 책임을 진다.\n부문감사인: 그룹감사를 위하여 부문재무정보에 대한 업무를 수행하고 이에 대한 전반적인 감사 발견사항이나 결론 또는 의견에 대하여 책임을 진다.	3		그룹업무팀,부문감사인,그룹감사의견 책임,부문재무정보	책임	6편;2장;그룹재무제표감사	TRUE	NEEDS_CHECK
p06-c02-002	STANDARD		6	2	2	1			1	연결절차 및 부문재무정보에 관한 충분하고 적합한 감사증거 입수 가능성 결정시 수행절차	① 그룹업무팀은 유의적일 것 같은 부문을 식별하는 데 충분하도록 해당 그룹과 부문 및 그 환경을 이해하여야 한다.\n② 부문감사인이 그러한 부문의 재무정보에 대한 업무를 수행할 예정인 경우, 그룹업무수행이사는 그룹업무팀이 충분하고 적합한 감사증거를 입수하는 데 필요한 만큼 부문감사인들의 업무에 관여할 수 있을 것인지 여부를 평가하여야 한다.	4		연결절차,부문재무정보,유의적 부문,그룹과 부문 및 환경의 이해	부문감사인 관여	6편;2장;수용유지결정	TRUE	CONFIRMED
p06-c02-003	STANDARD		6	2	2	1			2	그룹과 부문 및 그 환경에 대한 이해와 관련하여 구체적으로 이해할 사항	① 그룹업무팀이 다음의 권한을 보유하고 있는지 여부: 그룹지배기구·그룹경영진·부문지배기구·부문경영진·부문정보 및 부문감사인에 대하여 제약을 받지 않고 접근할 수 있음, 그룹업무팀이 부문의 재무정보에 대하여 필요한 업무를 수행할 수 있음\n② 그룹에 유의적인 부문사업활동\n③ 그룹업무수행이사가 소속된 회계법인이나 그 네트워크 회계법인에 소속되지 않은 부문감사인이 부문의 재무정보에 대한 업무를 수행할 것인지 여부 및 그룹경영진이 둘 이상의 감사인을 선임한 논리적 근거\n④ 그룹의 구조: 법적 구조와 조직체계 등\n⑤ 연결절차의 복잡성 등	4		접근권한,유의적인 부문사업활동,부문감사인,그룹의 구조	연결절차	6편;2장;수용유지결정	TRUE	CONFIRMED
p06-c02-004	STANDARD		6	2	2	2			1	그룹업무팀의 위험평가절차	① 업무의 수용 또는 유지 단계에서 입수한 그룹, 부문과 그 환경에 대한 이해를 강화함\n② 연결절차를 이해함	4		위험평가절차,그룹,부문,환경	연결절차	6편;2장;위험평가절차	TRUE	CONFIRMED
p06-c02-005	STANDARD		6	2	2	2			2	이해의 정도	다음을 수행하는 데 충분하도록 관련 사항을 이해하여야 한다.\n① 유의적일 것 같은 부문에 대한 최초 식별내용을 재확인하거나 수정함\n② 부정이나 오류로 인한 그룹재무제표의 중요왜곡표시위험을 평가함	4		유의적 부문,최초 식별,중요왜곡표시위험,위험평가절차		6편;2장;위험평가절차	TRUE	CONFIRMED
p06-c02-006	STANDARD		6	2	2	3	1	1	1	유의적인 부문의 판단기준	① 그룹에 대하여 개별적으로 재무적 유의성을 가짐\n② 고유한 성격이나 상황으로 인하여 그룹재무제표의 유의적인 중요왜곡표시위험을 포함할 것 같음	1		유의적인 부문,재무적 유의성,고유한 성격,중요왜곡표시위험		6편;2장;전반감사전략	TRUE	CONFIRMED
p06-c02-007	STANDARD		6	2	2	3	1	2	1	유의적인 부문과 유의적이지 않은 부문에 대한 업무유형	유의적인 부문-재무적 유의성: 부문중요성을 사용하여 부문재무정보에 대한 감사를 수행\n유의적인 부문-고유한 성격이나 상황: 다음 중 하나 이상을 수행하여야 함. ㉠ 부문중요성을 사용한 부문재무정보의 감사 ㉡ 유의적인 중요왜곡표시위험과 관련된 하나 이상의 거래유형·계정잔액 또는 공시에 대한 감사 ㉢ 특정 감사절차\n유의적이지 않은 부문: 그룹수준의 분석적 절차를 수행	1		업무유형,부문중요성,부문재무정보 감사,특정 감사절차	그룹수준 분석적 절차	6편;2장;전반감사전략	TRUE	NEEDS_CHECK
p06-c02-008	STANDARD		6	2	2	3	1	3	1	충분하고 적합한 감사증거를 입수하지 못한 경우 추가절차	그룹업무팀은 유의적이지 아니한 부문 중 일부를 추출한 후 추출된 개별 부문의 재무정보에 대하여 다음 절차 중 하나 이상을 수행하거나 부문감사인에게 이를 수행하도록 요청하여야 한다.\n① 부문중요성을 사용하여 해당 부문의 재무정보에 대한 감사\n② 하나 이상의 거래유형, 계정잔액 또는 공시에 대한 감사\n③ 특정의 절차\n④ 부문중요성을 사용하여 해당 부문의 재무정보에 대한 검토	3		추가절차,유의적이지 않은 부문,부문중요성,감사	검토,특정절차	6편;2장;전반감사전략	TRUE	CONFIRMED
p06-c02-009	STANDARD		6	2	2	3	2	1	1	부문중요성의 정의	그룹재무제표 내의 미수정왜곡표시와 미발견왜곡표시의 합계가 그룹재무제표 전체에 대한 중요성을 초과할 확률을 적절하게 낮은 수준으로 감소시키기 위해, 그룹재무제표 전체에 대한 중요성보다 작게 설정하는 금액	3		부문중요성,미수정왜곡표시,미발견왜곡표시,그룹재무제표 전체 중요성		6편;2장;중요성	TRUE	CONFIRMED
p06-c02-010	STANDARD		6	2	2	3	2	2	1	중요성의 종류에 따른 그룹업무팀과 부문감사인의 역할의 비교	그룹업무팀: ① 그룹재무제표 전체에 대한 중요성과 부문중요성을 결정 ② 부문 수준에서 결정된 수행중요성의 적합성을 평가\n부문감사인: 수행중요성을 결정	2		그룹업무팀,부문감사인,중요성,부문중요성,수행중요성		6편;2장;중요성	TRUE	CONFIRMED
p06-c02-011	STANDARD		6	2	2	3	2	2	2	감사인이 설정하여야 하는 필수 중요성의 비교	재무제표 감사: ① 재무제표 전체에 대한 중요성 ② 재무제표 전체에 대한 수행중요성\n연결재무제표 감사: ① 그룹재무제표 전체에 대한 중요성 ② 부문중요성 ③ 부문의 수행중요성	2		필수 중요성,재무제표 감사,연결재무제표 감사,부문중요성	수행중요성	6편;2장;중요성	TRUE	CONFIRMED
p06-c02-012	STANDARD		6	2	2	3	2	2	3	부문 수행중요성의 필요성	부문재무정보의 미수정왜곡표시와 미발견왜곡표시의 합계가 부문중요성을 초과할 확률을 적절하게 낮은 수준으로 감소시키기 위해 필요하다.	3		부문 수행중요성,미수정왜곡표시,미발견왜곡표시,부문중요성		6편;2장;중요성	TRUE	CONFIRMED
p06-c02-013	STANDARD		6	2	2	3	2	3	1	부문감사결과의 활용시 그룹업무팀이 평가하여야 할 중요성	① 해당 부문재무제표 전체에 대하여 결정된 중요성\n② 부문 수준에서 결정된 수행중요성	3		부문감사결과,중요성,수행중요성,그룹업무팀 평가		6편;2장;중요성	TRUE	CONFIRMED
p06-c02-014	STANDARD		6	2	3	1			1	부문감사인에 대해 이해할 사항	① 부문감사인이 그룹감사와 관련된 윤리적 요구사항을 이해하고 있으며 이를 준수할 것인지 여부, 특히 부문감사인이 독립적인지 여부\n② 부문감사인의 전문가적 적격성\n③ 감사인을 적극적으로 감독하는 규제환경하에서 부문감사인이 업무를 수행하는지 여부\n④ 그룹업무팀이 충분하고 적합한 감사증거를 입수하는 데 필요한 만큼 부문감사인들의 업무에 관여할 수 있을 것인지 여부	1		부문감사인,윤리적 요구사항,독립성,전문가적 적격성,규제환경	관여	6편;2장;부문감사인활용	TRUE	CONFIRMED
p06-c02-015	STANDARD		6	2	3	2			1	그룹업무팀의 부문감사인에 대해 커뮤니케이션할 사항	① 그룹업무팀이 자신의 업무를 활용할 것을 알고 있는 부문감사인이 그룹업무팀에 협조할 것을 확인해 주도록 하는 요청\n② 그룹감사와 관련된 윤리적 요구사항, 특히 독립성 요구사항\n③ 부문의 재무정보에 대한 감사나 검토를 수행하는 경우, 부문중요성 및 한도기준\n④ 부문감사인의 업무와 관련성이 있는 부정이나 오류로 인한 그룹재무제표의 식별된 유의적인 중요왜곡표시위험\n⑤ 그룹경영진이 작성한 특수관계자 목록 및 그룹업무팀이 알고 있는 기타의 특수관계자	3		부문감사인 커뮤니케이션,윤리적 요구사항,독립성,부문중요성	중요왜곡표시위험,특수관계자	6편;2장;부문감사인활용	TRUE	CONFIRMED
